#Time,BothArmsLabel,Start/End,RightArmLabel,Start/End,LeftArmLabel,Start/End,Locomotion,Start/End,SessionLabel,Info10
16:31:17.872,,,,,,,,,S1,End
16:31:17.932,DrinkGlass,Start,DrinkGlass,Start,,,,,,
16:31:20.411,DrinkGlass,End,DrinkGlass,End,,,,,,
16:31:20.689,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
16:31:21.651,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
16:31:22.191,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
16:31:26.824,Walk,End,Walk,End,Walk,End,Walk,End,,
16:31:27.304,OpenDoor,Start,OpenDoor,Start,,,,,,
16:31:30.314,OpenDoor,End,OpenDoor,End,,,,,,
16:31:33.138,BrushTeeth,Start,BrushTeeth,Start,,,,,,
16:31:38.985,BrushTeeth,End,BrushTeeth,End,,,,,,
16:31:41.393,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
16:31:44.942,Walk,End,Walk,End,Walk,End,Walk,End,,
16:31:45.482,CleanTable,Start,CleanTable,Start,,,,,,
16:31:49.574,CleanTable,End,CleanTable,End,,,,,,
16:31:52.998,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
16:31:54.019,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
16:31:54.560,DrinkGlass,Start,DrinkGlass,Start,,,,,,
16:31:57.269,DrinkGlass,End,DrinkGlass,End,,,,,,
16:31:58.293,PourWater,Start,PourWater,Start,,,,,,
16:32:01.488,PourWater,End,PourWater,End,,,,,,
16:32:01.548,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
16:32:02.749,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
16:32:03.589,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
16:32:06.898,Walk,End,Walk,End,Walk,End,Walk,End,,
16:32:07.738,CloseDoor,Start,CloseDoor,Start,,,,,,
16:32:10.504,CloseDoor,End,CloseDoor,End,,,,,,
16:32:12.428,BrushTeeth,Start,BrushTeeth,Start,,,,,,
16:32:18.822,BrushTeeth,End,BrushTeeth,End,,,,,,
16:32:21.409,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
16:32:25.497,Walk,End,Walk,End,Walk,End,Walk,End,,
16:32:26.157,CleanTable,Start,CleanTable,Start,,,,,,
16:32:30.556,CleanTable,End,CleanTable,End,,,,,,
16:32:33.859,CloseDoor,Start,CloseDoor,Start,,,,,,
16:32:36.632,CloseDoor,End,CloseDoor,End,,,,,,
16:32:39.515,OpenDoor,Start,OpenDoor,Start,,,,,,
16:32:41.741,OpenDoor,End,OpenDoor,End,,,,,,
16:32:42.884,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
16:32:45.104,Walk,End,Walk,End,Walk,End,Walk,End,,
16:32:45.344,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
16:32:46.966,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
16:32:47.989,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
16:32:49.370,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
16:32:49.670,PourWater,Start,PourWater,Start,,,,,,
16:32:52.738,PourWater,End,PourWater,End,,,,,,
16:32:54.476,CleanTable,Start,CleanTable,Start,,,,,,
16:32:58.279,CleanTable,End,CleanTable,End,,,,,,
16:32:59.059,DrinkGlass,Start,DrinkGlass,Start,,,,,,
16:33:01.650,DrinkGlass,End,DrinkGlass,End,,,,,,
16:33:02.431,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
16:33:04.050,Walk,End,Walk,End,Walk,End,Walk,End,,
16:33:06.695,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
16:33:07.838,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
16:33:08.438,CleanTable,Start,CleanTable,Start,,,,,,
16:33:12.057,CleanTable,End,CleanTable,End,,,,,,
16:33:12.177,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
16:33:13.319,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
16:33:14.039,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
16:33:18.246,Walk,End,Walk,End,Walk,End,Walk,End,,
16:33:19.866,BrushTeeth,Start,BrushTeeth,Start,,,,,,
16:33:26.195,BrushTeeth,End,BrushTeeth,End,,,,,,
