#Time,BothArmsLabel,Start/End,RightArmLabel,Start/End,LeftArmLabel,Start/End,Locomotion,Start/End,SessionLabel,Info10
11:42:53.617,,,,,,,,,S1,Start
11:42:53.650,DrinkGlass,Start,DrinkGlass,Start,,,,,,
11:42:57.839,DrinkGlass,End,DrinkGlass,End,,,,,,
11:42:59.078,PourWater,Start,PourWater,Start,,,,,,
11:43:02.500,PourWater,End,PourWater,End,,,,,,
11:43:02.913,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
11:43:04.506,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
11:43:05.509,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
11:43:09.049,Walk,End,Walk,End,Walk,End,Walk,End,,
11:43:09.082,OpenDoor,Start,OpenDoor,Start,,,,,,
11:43:11.855,OpenDoor,End,OpenDoor,End,,,,,,
11:43:13.389,CleanTable,Start,CleanTable,Start,,,,,,
11:43:17.106,CleanTable,End,CleanTable,End,,,,,,
11:43:18.640,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
11:43:21.531,Walk,End,Walk,End,Walk,End,Walk,End,,
11:43:21.649,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
11:43:23.478,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
11:43:25.248,PourWater,Start,PourWater,Start,,,,,,
11:43:28.906,PourWater,End,PourWater,End,,,,,,
11:43:29.673,DrinkGlass,Start,DrinkGlass,Start,,,,,,
11:43:33.449,DrinkGlass,End,DrinkGlass,End,,,,,,
11:43:34.216,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
11:43:35.514,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
11:43:36.104,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
11:43:40.883,Walk,End,Walk,End,Walk,End,Walk,End,,
11:43:41.532,OpenDoor,Start,OpenDoor,Start,,,,,,
11:43:44.246,OpenDoor,End,OpenDoor,End,,,,,,
11:43:46.724,BrushTeeth,Start,BrushTeeth,Start,,,,,,
11:43:53.450,BrushTeeth,End,BrushTeeth,End,,,,,,
11:43:55.751,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
11:44:00.176,Walk,End,Walk,End,Walk,End,Walk,End,,
11:44:00.766,CleanTable,Start,CleanTable,Start,,,,,,
11:44:07.138,CleanTable,End,CleanTable,End,,,,,,
11:44:10.973,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
11:44:12.212,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
11:44:13.392,DrinkGlass,Start,DrinkGlass,Start,,,,,,
11:44:18.171,DrinkGlass,End,DrinkGlass,End,,,,,,
11:44:19.115,PourWater,Start,PourWater,Start,,,,,,
11:44:23.068,PourWater,End,PourWater,End,,,,,,
