#Time,BothArmsLabel,Start/End,RightArmLabel,Start/End,LeftArmLabel,Start/End,Locomotion,Start/End,SessionLabel,Info10
09:40:47.684,,,,,,,,,S1,Start
09:40:47.744,DrinkGlass,Start,DrinkGlass,Start,,,,,,
09:40:51.313,DrinkGlass,End,DrinkGlass,End,,,,,,
09:40:52.274,PourWater,Start,PourWater,Start,,,,,,
09:40:55.225,PourWater,End,PourWater,End,,,,,,
09:40:55.285,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
09:40:56.608,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
09:40:57.509,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
09:40:59.859,Walk,End,Walk,End,Walk,End,Walk,End,,
09:41:01.365,OpenDoor,Start,OpenDoor,Start,,,,,,
09:41:03.897,OpenDoor,End,OpenDoor,End,,,,,,
09:41:05.884,CleanTable,Start,CleanTable,Start,,,,,,
09:41:10.997,CleanTable,End,CleanTable,End,,,,,,
09:41:12.011,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
09:41:13.335,Walk,End,Walk,End,Walk,End,Walk,End,,
09:41:13.695,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
09:41:15.197,SitDown,End,SitDown,End,SitDown,End,SitDown,End,,
09:41:16.160,PourWater,Start,PourWater,Start,,,,,,
09:41:19.057,PourWater,End,PourWater,End,,,,,,
09:41:19.717,DrinkGlass,Start,DrinkGlass,Start,,,,,,
09:41:22.558,DrinkGlass,End,DrinkGlass,End,,,,,,
09:41:22.921,StandUp,Start,StandUp,Start,StandUp,Start,StandUp,Start,,
09:41:24.002,StandUp,End,StandUp,End,StandUp,End,StandUp,End,,
09:41:24.722,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
09:41:29.058,Walk,End,Walk,End,Walk,End,Walk,End,,
09:41:30.258,OpenDoor,Start,OpenDoor,Start,,,,,,
09:41:33.089,OpenDoor,End,OpenDoor,End,,,,,,
09:41:37.302,BrushTeeth,Start,BrushTeeth,Start,,,,,,
09:41:43.718,BrushTeeth,End,BrushTeeth,End,,,,,,
09:41:46.488,Walk,Start,Walk,Start,Walk,Start,Walk,Start,,
09:41:49.935,Walk,End,Walk,End,Walk,End,Walk,End,,
09:41:51.260,CleanTable,Start,CleanTable,Start,,,,,,
09:41:55.595,CleanTable,End,CleanTable,End,,,,,,
09:41:57.705,SitDown,Start,SitDown,Start,SitDown,Start,SitDown,Start,,
